Layer 18, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 2.9458

Expert 7: EMA=0.05%  Hits=9179
Expert 4: EMA=0.05%  Hits=9177
Expert 1: EMA=0.05%  Hits=9168
Expert 6: EMA=0.05%  Hits=9162
Expert 0: EMA=0.05%  Hits=9161
Expert 2: EMA=0.05%  Hits=9160
Expert 3: EMA=0.05%  Hits=9160
Expert 5: EMA=0.05%  Hits=9160
Expert 107: EMA=0.00%  Hits=25
Expert 93: EMA=0.00%  Hits=23
Expert 109: EMA=0.00%  Hits=22
Expert 92: EMA=0.00%  Hits=20
Expert 49: EMA=0.00%  Hits=15
Expert 61: EMA=0.00%  Hits=10
Expert 43: EMA=0.00%  Hits=9
Expert 98: EMA=0.00%  Hits=8
Expert 96: EMA=0.00%  Hits=7
Expert 101: EMA=0.00%  Hits=7
Expert 24: EMA=0.00%  Hits=6
Expert 9: EMA=0.00%  Hits=6
Expert 72: EMA=0.00%  Hits=6
Expert 13: EMA=0.00%  Hits=5
Expert 37: EMA=0.00%  Hits=4
Expert 108: EMA=0.00%  Hits=4
Expert 111: EMA=0.00%  Hits=4
Expert 120: EMA=0.00%  Hits=4
Expert 35: EMA=0.00%  Hits=3
Expert 38: EMA=0.00%  Hits=3
Expert 53: EMA=0.00%  Hits=3
Expert 78: EMA=0.00%  Hits=3
Expert 79: EMA=0.00%  Hits=3
Expert 117: EMA=0.00%  Hits=3
Expert 33: EMA=0.00%  Hits=3
Expert 55: EMA=0.00%  Hits=3
Expert 62: EMA=0.00%  Hits=3
Expert 14: EMA=0.00%  Hits=3
Expert 26: EMA=0.00%  Hits=2
Expert 39: EMA=0.00%  Hits=2
Expert 40: EMA=0.00%  Hits=2
Expert 46: EMA=0.00%  Hits=2
Expert 48: EMA=0.00%  Hits=2
Expert 54: EMA=0.00%  Hits=2
Expert 63: EMA=0.00%  Hits=2
Expert 76: EMA=0.00%  Hits=2
Expert 77: EMA=0.00%  Hits=2
Expert 88: EMA=0.00%  Hits=2
Expert 95: EMA=0.00%  Hits=2
Expert 100: EMA=0.00%  Hits=2
Expert 103: EMA=0.00%  Hits=2
Expert 113: EMA=0.00%  Hits=2
Expert 125: EMA=0.00%  Hits=2
Expert 29: EMA=0.00%  Hits=2
Expert 8: EMA=0.00%  Hits=1
Expert 12: EMA=0.00%  Hits=1
Expert 16: EMA=0.00%  Hits=1
Expert 19: EMA=0.00%  Hits=1
Expert 21: EMA=0.00%  Hits=1
Expert 22: EMA=0.00%  Hits=1
Expert 25: EMA=0.00%  Hits=1
Expert 31: EMA=0.00%  Hits=1
Expert 42: EMA=0.00%  Hits=1
Expert 47: EMA=0.00%  Hits=1
Expert 50: EMA=0.00%  Hits=1
Expert 52: EMA=0.00%  Hits=1
Expert 58: EMA=0.00%  Hits=1
Expert 65: EMA=0.00%  Hits=1
Expert 66: EMA=0.00%  Hits=1
Expert 67: EMA=0.00%  Hits=1
Expert 69: EMA=0.00%  Hits=1
Expert 70: EMA=0.00%  Hits=1
Expert 74: EMA=0.00%  Hits=1
Expert 75: EMA=0.00%  Hits=1
Expert 81: EMA=0.00%  Hits=1
Expert 104: EMA=0.00%  Hits=1
Expert 116: EMA=0.00%  Hits=1
Expert 123: EMA=0.00%  Hits=1
Expert 124: EMA=0.00%  Hits=1
Expert 127: EMA=0.00%  Hits=1
