Layer 24, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 2.6333

Expert 4: EMA=0.05%  Hits=9166
Expert 2: EMA=0.05%  Hits=9164
Expert 0: EMA=0.05%  Hits=9164
Expert 3: EMA=0.05%  Hits=9161
Expert 7: EMA=0.05%  Hits=9161
Expert 1: EMA=0.05%  Hits=9160
Expert 5: EMA=0.05%  Hits=9160
Expert 6: EMA=0.05%  Hits=9160
Expert 21: EMA=0.00%  Hits=29
Expert 22: EMA=0.00%  Hits=26
Expert 52: EMA=0.00%  Hits=24
Expert 73: EMA=0.00%  Hits=24
Expert 69: EMA=0.00%  Hits=23
Expert 39: EMA=0.00%  Hits=21
Expert 43: EMA=0.00%  Hits=20
Expert 123: EMA=0.00%  Hits=12
Expert 24: EMA=0.00%  Hits=10
Expert 105: EMA=0.00%  Hits=10
Expert 76: EMA=0.00%  Hits=10
Expert 126: EMA=0.00%  Hits=6
Expert 127: EMA=0.00%  Hits=5
Expert 45: EMA=0.00%  Hits=4
Expert 65: EMA=0.00%  Hits=4
Expert 120: EMA=0.00%  Hits=4
Expert 27: EMA=0.00%  Hits=3
Expert 64: EMA=0.00%  Hits=3
Expert 85: EMA=0.00%  Hits=3
Expert 98: EMA=0.00%  Hits=3
Expert 99: EMA=0.00%  Hits=3
Expert 103: EMA=0.00%  Hits=3
Expert 108: EMA=0.00%  Hits=3
Expert 117: EMA=0.00%  Hits=3
Expert 118: EMA=0.00%  Hits=3
Expert 9: EMA=0.00%  Hits=2
Expert 16: EMA=0.00%  Hits=2
Expert 18: EMA=0.00%  Hits=2
Expert 23: EMA=0.00%  Hits=2
Expert 36: EMA=0.00%  Hits=2
Expert 51: EMA=0.00%  Hits=2
Expert 59: EMA=0.00%  Hits=2
Expert 89: EMA=0.00%  Hits=2
Expert 114: EMA=0.00%  Hits=2
Expert 124: EMA=0.00%  Hits=2
Expert 125: EMA=0.00%  Hits=2
Expert 38: EMA=0.00%  Hits=2
Expert 80: EMA=0.00%  Hits=2
Expert 94: EMA=0.00%  Hits=2
Expert 8: EMA=0.00%  Hits=1
Expert 11: EMA=0.00%  Hits=1
Expert 20: EMA=0.00%  Hits=1
Expert 26: EMA=0.00%  Hits=1
Expert 28: EMA=0.00%  Hits=1
Expert 40: EMA=0.00%  Hits=1
Expert 47: EMA=0.00%  Hits=1
Expert 49: EMA=0.00%  Hits=1
Expert 61: EMA=0.00%  Hits=1
Expert 62: EMA=0.00%  Hits=1
Expert 67: EMA=0.00%  Hits=1
Expert 70: EMA=0.00%  Hits=1
Expert 82: EMA=0.00%  Hits=1
Expert 84: EMA=0.00%  Hits=1
Expert 102: EMA=0.00%  Hits=1
Expert 113: EMA=0.00%  Hits=1
Expert 121: EMA=0.00%  Hits=1
