Layer 22, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 3.0076

Expert 6: EMA=0.05%  Hits=9180
Expert 2: EMA=0.05%  Hits=9163
Expert 1: EMA=0.05%  Hits=9162
Expert 3: EMA=0.05%  Hits=9162
Expert 4: EMA=0.05%  Hits=9162
Expert 5: EMA=0.05%  Hits=9161
Expert 0: EMA=0.05%  Hits=9160
Expert 7: EMA=0.05%  Hits=9160
Expert 109: EMA=0.00%  Hits=23
Expert 88: EMA=0.00%  Hits=22
Expert 110: EMA=0.00%  Hits=22
Expert 76: EMA=0.00%  Hits=21
Expert 120: EMA=0.00%  Hits=21
Expert 107: EMA=0.00%  Hits=19
Expert 69: EMA=0.00%  Hits=14
Expert 70: EMA=0.00%  Hits=7
Expert 103: EMA=0.00%  Hits=7
Expert 14: EMA=0.00%  Hits=5
Expert 32: EMA=0.00%  Hits=5
Expert 36: EMA=0.00%  Hits=5
Expert 63: EMA=0.00%  Hits=5
Expert 23: EMA=0.00%  Hits=4
Expert 57: EMA=0.00%  Hits=4
Expert 58: EMA=0.00%  Hits=4
Expert 81: EMA=0.00%  Hits=4
Expert 83: EMA=0.00%  Hits=4
Expert 84: EMA=0.00%  Hits=4
Expert 40: EMA=0.00%  Hits=4
Expert 95: EMA=0.00%  Hits=4
Expert 9: EMA=0.00%  Hits=3
Expert 18: EMA=0.00%  Hits=3
Expert 50: EMA=0.00%  Hits=3
Expert 73: EMA=0.00%  Hits=3
Expert 82: EMA=0.00%  Hits=3
Expert 97: EMA=0.00%  Hits=3
Expert 123: EMA=0.00%  Hits=3
Expert 10: EMA=0.00%  Hits=2
Expert 15: EMA=0.00%  Hits=2
Expert 16: EMA=0.00%  Hits=2
Expert 19: EMA=0.00%  Hits=2
Expert 26: EMA=0.00%  Hits=2
Expert 29: EMA=0.00%  Hits=2
Expert 48: EMA=0.00%  Hits=2
Expert 53: EMA=0.00%  Hits=2
Expert 71: EMA=0.00%  Hits=2
Expert 89: EMA=0.00%  Hits=2
Expert 90: EMA=0.00%  Hits=2
Expert 91: EMA=0.00%  Hits=2
Expert 100: EMA=0.00%  Hits=2
Expert 102: EMA=0.00%  Hits=2
Expert 116: EMA=0.00%  Hits=2
Expert 118: EMA=0.00%  Hits=2
Expert 22: EMA=0.00%  Hits=1
Expert 31: EMA=0.00%  Hits=1
Expert 34: EMA=0.00%  Hits=1
Expert 43: EMA=0.00%  Hits=1
Expert 46: EMA=0.00%  Hits=1
Expert 47: EMA=0.00%  Hits=1
Expert 51: EMA=0.00%  Hits=1
Expert 55: EMA=0.00%  Hits=1
Expert 59: EMA=0.00%  Hits=1
Expert 60: EMA=0.00%  Hits=1
Expert 67: EMA=0.00%  Hits=1
Expert 68: EMA=0.00%  Hits=1
Expert 72: EMA=0.00%  Hits=1
Expert 74: EMA=0.00%  Hits=1
Expert 75: EMA=0.00%  Hits=1
Expert 80: EMA=0.00%  Hits=1
Expert 85: EMA=0.00%  Hits=1
Expert 94: EMA=0.00%  Hits=1
Expert 98: EMA=0.00%  Hits=1
Expert 99: EMA=0.00%  Hits=1
Expert 105: EMA=0.00%  Hits=1
Expert 111: EMA=0.00%  Hits=1
Expert 115: EMA=0.00%  Hits=1
Expert 117: EMA=0.00%  Hits=1
Expert 121: EMA=0.00%  Hits=1
Expert 122: EMA=0.00%  Hits=1
Expert 35: EMA=0.00%  Hits=1
Expert 101: EMA=0.00%  Hits=1
Expert 124: EMA=0.00%  Hits=1
