Layer 19, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 3.0888

Expert 5: EMA=0.05%  Hits=9180
Expert 0: EMA=0.05%  Hits=9163
Expert 1: EMA=0.05%  Hits=9161
Expert 3: EMA=0.05%  Hits=9161
Expert 4: EMA=0.05%  Hits=9161
Expert 2: EMA=0.05%  Hits=9161
Expert 6: EMA=0.05%  Hits=9160
Expert 7: EMA=0.05%  Hits=9160
Expert 81: EMA=0.00%  Hits=24
Expert 124: EMA=0.00%  Hits=23
Expert 38: EMA=0.00%  Hits=22
Expert 60: EMA=0.00%  Hits=21
Expert 111: EMA=0.00%  Hits=21
Expert 113: EMA=0.00%  Hits=21
Expert 121: EMA=0.00%  Hits=21
Expert 58: EMA=0.00%  Hits=7
Expert 29: EMA=0.00%  Hits=6
Expert 108: EMA=0.00%  Hits=6
Expert 10: EMA=0.00%  Hits=5
Expert 61: EMA=0.00%  Hits=5
Expert 88: EMA=0.00%  Hits=5
Expert 28: EMA=0.00%  Hits=4
Expert 85: EMA=0.00%  Hits=4
Expert 24: EMA=0.00%  Hits=3
Expert 30: EMA=0.00%  Hits=3
Expert 33: EMA=0.00%  Hits=3
Expert 46: EMA=0.00%  Hits=3
Expert 56: EMA=0.00%  Hits=3
Expert 79: EMA=0.00%  Hits=3
Expert 96: EMA=0.00%  Hits=3
Expert 105: EMA=0.00%  Hits=3
Expert 107: EMA=0.00%  Hits=3
Expert 122: EMA=0.00%  Hits=3
Expert 123: EMA=0.00%  Hits=3
Expert 125: EMA=0.00%  Hits=3
Expert 9: EMA=0.00%  Hits=2
Expert 16: EMA=0.00%  Hits=2
Expert 35: EMA=0.00%  Hits=2
Expert 52: EMA=0.00%  Hits=2
Expert 54: EMA=0.00%  Hits=2
Expert 62: EMA=0.00%  Hits=2
Expert 68: EMA=0.00%  Hits=2
Expert 73: EMA=0.00%  Hits=2
Expert 74: EMA=0.00%  Hits=2
Expert 76: EMA=0.00%  Hits=2
Expert 104: EMA=0.00%  Hits=2
Expert 118: EMA=0.00%  Hits=2
Expert 12: EMA=0.00%  Hits=1
Expert 14: EMA=0.00%  Hits=1
Expert 15: EMA=0.00%  Hits=1
Expert 27: EMA=0.00%  Hits=1
Expert 31: EMA=0.00%  Hits=1
Expert 32: EMA=0.00%  Hits=1
Expert 34: EMA=0.00%  Hits=1
Expert 36: EMA=0.00%  Hits=1
Expert 40: EMA=0.00%  Hits=1
Expert 41: EMA=0.00%  Hits=1
Expert 42: EMA=0.00%  Hits=1
Expert 44: EMA=0.00%  Hits=1
Expert 47: EMA=0.00%  Hits=1
Expert 49: EMA=0.00%  Hits=1
Expert 51: EMA=0.00%  Hits=1
Expert 53: EMA=0.00%  Hits=1
Expert 55: EMA=0.00%  Hits=1
Expert 57: EMA=0.00%  Hits=1
Expert 59: EMA=0.00%  Hits=1
Expert 63: EMA=0.00%  Hits=1
Expert 67: EMA=0.00%  Hits=1
Expert 71: EMA=0.00%  Hits=1
Expert 75: EMA=0.00%  Hits=1
Expert 78: EMA=0.00%  Hits=1
Expert 80: EMA=0.00%  Hits=1
Expert 86: EMA=0.00%  Hits=1
Expert 91: EMA=0.00%  Hits=1
Expert 93: EMA=0.00%  Hits=1
Expert 94: EMA=0.00%  Hits=1
Expert 98: EMA=0.00%  Hits=1
Expert 99: EMA=0.00%  Hits=1
Expert 100: EMA=0.00%  Hits=1
Expert 101: EMA=0.00%  Hits=1
Expert 103: EMA=0.00%  Hits=1
Expert 109: EMA=0.00%  Hits=1
Expert 116: EMA=0.00%  Hits=1
Expert 119: EMA=0.00%  Hits=1
Expert 87: EMA=0.00%  Hits=1
