Layer 25, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 2.7929

Expert 0: EMA=0.05%  Hits=9164
Expert 5: EMA=0.05%  Hits=9162
Expert 1: EMA=0.05%  Hits=9161
Expert 2: EMA=0.05%  Hits=9161
Expert 6: EMA=0.05%  Hits=9161
Expert 3: EMA=0.05%  Hits=9160
Expert 4: EMA=0.05%  Hits=9160
Expert 7: EMA=0.05%  Hits=9160
Expert 61: EMA=0.00%  Hits=26
Expert 33: EMA=0.00%  Hits=24
Expert 49: EMA=0.00%  Hits=24
Expert 37: EMA=0.00%  Hits=23
Expert 30: EMA=0.00%  Hits=23
Expert 45: EMA=0.00%  Hits=21
Expert 91: EMA=0.00%  Hits=21
Expert 92: EMA=0.00%  Hits=11
Expert 124: EMA=0.00%  Hits=11
Expert 68: EMA=0.00%  Hits=7
Expert 29: EMA=0.00%  Hits=6
Expert 112: EMA=0.00%  Hits=6
Expert 58: EMA=0.00%  Hits=5
Expert 32: EMA=0.00%  Hits=4
Expert 59: EMA=0.00%  Hits=4
Expert 66: EMA=0.00%  Hits=4
Expert 106: EMA=0.00%  Hits=4
Expert 117: EMA=0.00%  Hits=4
Expert 67: EMA=0.00%  Hits=4
Expert 80: EMA=0.00%  Hits=4
Expert 77: EMA=0.00%  Hits=4
Expert 12: EMA=0.00%  Hits=3
Expert 15: EMA=0.00%  Hits=3
Expert 41: EMA=0.00%  Hits=3
Expert 62: EMA=0.00%  Hits=3
Expert 78: EMA=0.00%  Hits=3
Expert 93: EMA=0.00%  Hits=3
Expert 99: EMA=0.00%  Hits=3
Expert 18: EMA=0.00%  Hits=2
Expert 19: EMA=0.00%  Hits=2
Expert 26: EMA=0.00%  Hits=2
Expert 34: EMA=0.00%  Hits=2
Expert 36: EMA=0.00%  Hits=2
Expert 47: EMA=0.00%  Hits=2
Expert 57: EMA=0.00%  Hits=2
Expert 81: EMA=0.00%  Hits=2
Expert 83: EMA=0.00%  Hits=2
Expert 86: EMA=0.00%  Hits=2
Expert 113: EMA=0.00%  Hits=2
Expert 121: EMA=0.00%  Hits=2
Expert 122: EMA=0.00%  Hits=2
Expert 125: EMA=0.00%  Hits=2
Expert 109: EMA=0.00%  Hits=2
Expert 8: EMA=0.00%  Hits=1
Expert 11: EMA=0.00%  Hits=1
Expert 13: EMA=0.00%  Hits=1
Expert 14: EMA=0.00%  Hits=1
Expert 20: EMA=0.00%  Hits=1
Expert 24: EMA=0.00%  Hits=1
Expert 25: EMA=0.00%  Hits=1
Expert 35: EMA=0.00%  Hits=1
Expert 50: EMA=0.00%  Hits=1
Expert 53: EMA=0.00%  Hits=1
Expert 72: EMA=0.00%  Hits=1
Expert 74: EMA=0.00%  Hits=1
Expert 79: EMA=0.00%  Hits=1
Expert 89: EMA=0.00%  Hits=1
Expert 94: EMA=0.00%  Hits=1
Expert 95: EMA=0.00%  Hits=1
Expert 103: EMA=0.00%  Hits=1
Expert 105: EMA=0.00%  Hits=1
Expert 123: EMA=0.00%  Hits=1
Expert 16: EMA=0.00%  Hits=1
