Layer 5, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 3.1868

Expert 1: EMA=0.05%  Hits=9168
Expert 0: EMA=0.05%  Hits=9161
Expert 6: EMA=0.05%  Hits=9161
Expert 2: EMA=0.05%  Hits=9160
Expert 3: EMA=0.05%  Hits=9160
Expert 4: EMA=0.05%  Hits=9160
Expert 5: EMA=0.05%  Hits=9160
Expert 7: EMA=0.05%  Hits=9160
Expert 88: EMA=0.00%  Hits=25
Expert 70: EMA=0.00%  Hits=23
Expert 68: EMA=0.00%  Hits=22
Expert 44: EMA=0.00%  Hits=22
Expert 14: EMA=0.00%  Hits=21
Expert 56: EMA=0.00%  Hits=21
Expert 83: EMA=0.00%  Hits=21
Expert 60: EMA=0.00%  Hits=20
Expert 8: EMA=0.00%  Hits=5
Expert 86: EMA=0.00%  Hits=5
Expert 28: EMA=0.00%  Hits=4
Expert 81: EMA=0.00%  Hits=4
Expert 9: EMA=0.00%  Hits=3
Expert 12: EMA=0.00%  Hits=3
Expert 23: EMA=0.00%  Hits=3
Expert 24: EMA=0.00%  Hits=3
Expert 33: EMA=0.00%  Hits=3
Expert 38: EMA=0.00%  Hits=3
Expert 50: EMA=0.00%  Hits=3
Expert 52: EMA=0.00%  Hits=3
Expert 92: EMA=0.00%  Hits=3
Expert 110: EMA=0.00%  Hits=3
Expert 114: EMA=0.00%  Hits=3
Expert 117: EMA=0.00%  Hits=3
Expert 126: EMA=0.00%  Hits=3
Expert 20: EMA=0.00%  Hits=2
Expert 30: EMA=0.00%  Hits=2
Expert 34: EMA=0.00%  Hits=2
Expert 35: EMA=0.00%  Hits=2
Expert 36: EMA=0.00%  Hits=2
Expert 39: EMA=0.00%  Hits=2
Expert 41: EMA=0.00%  Hits=2
Expert 42: EMA=0.00%  Hits=2
Expert 47: EMA=0.00%  Hits=2
Expert 66: EMA=0.00%  Hits=2
Expert 67: EMA=0.00%  Hits=2
Expert 85: EMA=0.00%  Hits=2
Expert 94: EMA=0.00%  Hits=2
Expert 97: EMA=0.00%  Hits=2
Expert 99: EMA=0.00%  Hits=2
Expert 100: EMA=0.00%  Hits=2
Expert 103: EMA=0.00%  Hits=2
Expert 116: EMA=0.00%  Hits=2
Expert 127: EMA=0.00%  Hits=2
Expert 57: EMA=0.00%  Hits=2
Expert 76: EMA=0.00%  Hits=2
Expert 11: EMA=0.00%  Hits=1
Expert 13: EMA=0.00%  Hits=1
Expert 19: EMA=0.00%  Hits=1
Expert 21: EMA=0.00%  Hits=1
Expert 25: EMA=0.00%  Hits=1
Expert 29: EMA=0.00%  Hits=1
Expert 31: EMA=0.00%  Hits=1
Expert 45: EMA=0.00%  Hits=1
Expert 46: EMA=0.00%  Hits=1
Expert 48: EMA=0.00%  Hits=1
Expert 53: EMA=0.00%  Hits=1
Expert 54: EMA=0.00%  Hits=1
Expert 58: EMA=0.00%  Hits=1
Expert 61: EMA=0.00%  Hits=1
Expert 69: EMA=0.00%  Hits=1
Expert 72: EMA=0.00%  Hits=1
Expert 74: EMA=0.00%  Hits=1
Expert 78: EMA=0.00%  Hits=1
Expert 84: EMA=0.00%  Hits=1
Expert 87: EMA=0.00%  Hits=1
Expert 90: EMA=0.00%  Hits=1
Expert 91: EMA=0.00%  Hits=1
Expert 93: EMA=0.00%  Hits=1
Expert 95: EMA=0.00%  Hits=1
Expert 96: EMA=0.00%  Hits=1
Expert 101: EMA=0.00%  Hits=1
Expert 104: EMA=0.00%  Hits=1
Expert 106: EMA=0.00%  Hits=1
Expert 109: EMA=0.00%  Hits=1
Expert 118: EMA=0.00%  Hits=1
Expert 119: EMA=0.00%  Hits=1
Expert 120: EMA=0.00%  Hits=1
Expert 121: EMA=0.00%  Hits=1
Expert 123: EMA=0.00%  Hits=1
Expert 124: EMA=0.00%  Hits=1
Expert 125: EMA=0.00%  Hits=1
