Layer 16, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 3.1476

Expert 6: EMA=0.05%  Hits=9164
Expert 4: EMA=0.05%  Hits=9162
Expert 0: EMA=0.05%  Hits=9161
Expert 1: EMA=0.05%  Hits=9161
Expert 3: EMA=0.05%  Hits=9161
Expert 7: EMA=0.05%  Hits=9161
Expert 2: EMA=0.05%  Hits=9160
Expert 5: EMA=0.05%  Hits=9160
Expert 58: EMA=0.00%  Hits=24
Expert 10: EMA=0.00%  Hits=23
Expert 116: EMA=0.00%  Hits=23
Expert 23: EMA=0.00%  Hits=21
Expert 16: EMA=0.00%  Hits=20
Expert 28: EMA=0.00%  Hits=17
Expert 109: EMA=0.00%  Hits=14
Expert 79: EMA=0.00%  Hits=10
Expert 91: EMA=0.00%  Hits=9
Expert 32: EMA=0.00%  Hits=7
Expert 82: EMA=0.00%  Hits=7
Expert 54: EMA=0.00%  Hits=6
Expert 106: EMA=0.00%  Hits=6
Expert 46: EMA=0.00%  Hits=5
Expert 111: EMA=0.00%  Hits=5
Expert 34: EMA=0.00%  Hits=4
Expert 98: EMA=0.00%  Hits=4
Expert 122: EMA=0.00%  Hits=4
Expert 53: EMA=0.00%  Hits=3
Expert 56: EMA=0.00%  Hits=3
Expert 69: EMA=0.00%  Hits=3
Expert 70: EMA=0.00%  Hits=3
Expert 74: EMA=0.00%  Hits=3
Expert 97: EMA=0.00%  Hits=3
Expert 107: EMA=0.00%  Hits=3
Expert 35: EMA=0.00%  Hits=3
Expert 41: EMA=0.00%  Hits=3
Expert 9: EMA=0.00%  Hits=2
Expert 12: EMA=0.00%  Hits=2
Expert 27: EMA=0.00%  Hits=2
Expert 39: EMA=0.00%  Hits=2
Expert 44: EMA=0.00%  Hits=2
Expert 47: EMA=0.00%  Hits=2
Expert 55: EMA=0.00%  Hits=2
Expert 64: EMA=0.00%  Hits=2
Expert 65: EMA=0.00%  Hits=2
Expert 71: EMA=0.00%  Hits=2
Expert 83: EMA=0.00%  Hits=2
Expert 87: EMA=0.00%  Hits=2
Expert 92: EMA=0.00%  Hits=2
Expert 95: EMA=0.00%  Hits=2
Expert 96: EMA=0.00%  Hits=2
Expert 104: EMA=0.00%  Hits=2
Expert 110: EMA=0.00%  Hits=2
Expert 118: EMA=0.00%  Hits=2
Expert 119: EMA=0.00%  Hits=2
Expert 125: EMA=0.00%  Hits=2
Expert 25: EMA=0.00%  Hits=2
Expert 8: EMA=0.00%  Hits=1
Expert 17: EMA=0.00%  Hits=1
Expert 22: EMA=0.00%  Hits=1
Expert 26: EMA=0.00%  Hits=1
Expert 29: EMA=0.00%  Hits=1
Expert 30: EMA=0.00%  Hits=1
Expert 31: EMA=0.00%  Hits=1
Expert 37: EMA=0.00%  Hits=1
Expert 38: EMA=0.00%  Hits=1
Expert 42: EMA=0.00%  Hits=1
Expert 57: EMA=0.00%  Hits=1
Expert 60: EMA=0.00%  Hits=1
Expert 62: EMA=0.00%  Hits=1
Expert 75: EMA=0.00%  Hits=1
Expert 76: EMA=0.00%  Hits=1
Expert 77: EMA=0.00%  Hits=1
Expert 85: EMA=0.00%  Hits=1
Expert 86: EMA=0.00%  Hits=1
Expert 89: EMA=0.00%  Hits=1
Expert 90: EMA=0.00%  Hits=1
Expert 93: EMA=0.00%  Hits=1
Expert 99: EMA=0.00%  Hits=1
Expert 100: EMA=0.00%  Hits=1
Expert 101: EMA=0.00%  Hits=1
Expert 103: EMA=0.00%  Hits=1
Expert 105: EMA=0.00%  Hits=1
Expert 108: EMA=0.00%  Hits=1
Expert 113: EMA=0.00%  Hits=1
Expert 115: EMA=0.00%  Hits=1
Expert 117: EMA=0.00%  Hits=1
Expert 123: EMA=0.00%  Hits=1
Expert 48: EMA=0.00%  Hits=1
