Layer 20, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 2.8805

Expert 2: EMA=0.05%  Hits=9164
Expert 4: EMA=0.05%  Hits=9163
Expert 6: EMA=0.05%  Hits=9163
Expert 0: EMA=0.05%  Hits=9161
Expert 1: EMA=0.05%  Hits=9161
Expert 3: EMA=0.05%  Hits=9161
Expert 5: EMA=0.05%  Hits=9161
Expert 7: EMA=0.05%  Hits=9160
Expert 99: EMA=0.00%  Hits=29
Expert 94: EMA=0.00%  Hits=28
Expert 66: EMA=0.00%  Hits=26
Expert 27: EMA=0.00%  Hits=23
Expert 20: EMA=0.00%  Hits=21
Expert 47: EMA=0.00%  Hits=21
Expert 97: EMA=0.00%  Hits=20
Expert 22: EMA=0.00%  Hits=19
Expert 18: EMA=0.00%  Hits=6
Expert 28: EMA=0.00%  Hits=6
Expert 109: EMA=0.00%  Hits=6
Expert 35: EMA=0.00%  Hits=4
Expert 69: EMA=0.00%  Hits=4
Expert 83: EMA=0.00%  Hits=4
Expert 16: EMA=0.00%  Hits=3
Expert 26: EMA=0.00%  Hits=3
Expert 38: EMA=0.00%  Hits=3
Expert 40: EMA=0.00%  Hits=3
Expert 52: EMA=0.00%  Hits=3
Expert 70: EMA=0.00%  Hits=3
Expert 89: EMA=0.00%  Hits=3
Expert 102: EMA=0.00%  Hits=3
Expert 119: EMA=0.00%  Hits=3
Expert 124: EMA=0.00%  Hits=3
Expert 9: EMA=0.00%  Hits=2
Expert 15: EMA=0.00%  Hits=2
Expert 24: EMA=0.00%  Hits=2
Expert 29: EMA=0.00%  Hits=2
Expert 41: EMA=0.00%  Hits=2
Expert 51: EMA=0.00%  Hits=2
Expert 54: EMA=0.00%  Hits=2
Expert 55: EMA=0.00%  Hits=2
Expert 71: EMA=0.00%  Hits=2
Expert 76: EMA=0.00%  Hits=2
Expert 87: EMA=0.00%  Hits=2
Expert 90: EMA=0.00%  Hits=2
Expert 113: EMA=0.00%  Hits=2
Expert 114: EMA=0.00%  Hits=2
Expert 123: EMA=0.00%  Hits=2
Expert 21: EMA=0.00%  Hits=2
Expert 8: EMA=0.00%  Hits=1
Expert 10: EMA=0.00%  Hits=1
Expert 11: EMA=0.00%  Hits=1
Expert 30: EMA=0.00%  Hits=1
Expert 32: EMA=0.00%  Hits=1
Expert 37: EMA=0.00%  Hits=1
Expert 50: EMA=0.00%  Hits=1
Expert 61: EMA=0.00%  Hits=1
Expert 64: EMA=0.00%  Hits=1
Expert 65: EMA=0.00%  Hits=1
Expert 68: EMA=0.00%  Hits=1
Expert 72: EMA=0.00%  Hits=1
Expert 74: EMA=0.00%  Hits=1
Expert 77: EMA=0.00%  Hits=1
Expert 79: EMA=0.00%  Hits=1
Expert 91: EMA=0.00%  Hits=1
Expert 96: EMA=0.00%  Hits=1
Expert 101: EMA=0.00%  Hits=1
Expert 108: EMA=0.00%  Hits=1
Expert 110: EMA=0.00%  Hits=1
Expert 111: EMA=0.00%  Hits=1
Expert 115: EMA=0.00%  Hits=1
Expert 116: EMA=0.00%  Hits=1
Expert 120: EMA=0.00%  Hits=1
Expert 121: EMA=0.00%  Hits=1
Expert 39: EMA=0.00%  Hits=1
Expert 117: EMA=0.00%  Hits=1
