Layer 23, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 2.7495

Expert 3: EMA=0.05%  Hits=9188
Expert 6: EMA=0.05%  Hits=9164
Expert 7: EMA=0.05%  Hits=9163
Expert 1: EMA=0.05%  Hits=9163
Expert 2: EMA=0.05%  Hits=9161
Expert 5: EMA=0.05%  Hits=9161
Expert 0: EMA=0.05%  Hits=9160
Expert 4: EMA=0.05%  Hits=9160
Expert 73: EMA=0.00%  Hits=25
Expert 20: EMA=0.00%  Hits=25
Expert 71: EMA=0.00%  Hits=24
Expert 59: EMA=0.00%  Hits=23
Expert 42: EMA=0.00%  Hits=21
Expert 103: EMA=0.00%  Hits=20
Expert 12: EMA=0.00%  Hits=13
Expert 25: EMA=0.00%  Hits=11
Expert 67: EMA=0.00%  Hits=8
Expert 90: EMA=0.00%  Hits=6
Expert 13: EMA=0.00%  Hits=5
Expert 95: EMA=0.00%  Hits=5
Expert 99: EMA=0.00%  Hits=5
Expert 30: EMA=0.00%  Hits=5
Expert 53: EMA=0.00%  Hits=4
Expert 58: EMA=0.00%  Hits=4
Expert 63: EMA=0.00%  Hits=4
Expert 79: EMA=0.00%  Hits=4
Expert 108: EMA=0.00%  Hits=4
Expert 68: EMA=0.00%  Hits=4
Expert 48: EMA=0.00%  Hits=3
Expert 109: EMA=0.00%  Hits=3
Expert 8: EMA=0.00%  Hits=3
Expert 22: EMA=0.00%  Hits=2
Expert 28: EMA=0.00%  Hits=2
Expert 31: EMA=0.00%  Hits=2
Expert 40: EMA=0.00%  Hits=2
Expert 43: EMA=0.00%  Hits=2
Expert 50: EMA=0.00%  Hits=2
Expert 54: EMA=0.00%  Hits=2
Expert 62: EMA=0.00%  Hits=2
Expert 65: EMA=0.00%  Hits=2
Expert 84: EMA=0.00%  Hits=2
Expert 85: EMA=0.00%  Hits=2
Expert 87: EMA=0.00%  Hits=2
Expert 104: EMA=0.00%  Hits=2
Expert 10: EMA=0.00%  Hits=1
Expert 11: EMA=0.00%  Hits=1
Expert 15: EMA=0.00%  Hits=1
Expert 17: EMA=0.00%  Hits=1
Expert 19: EMA=0.00%  Hits=1
Expert 21: EMA=0.00%  Hits=1
Expert 26: EMA=0.00%  Hits=1
Expert 39: EMA=0.00%  Hits=1
Expert 47: EMA=0.00%  Hits=1
Expert 52: EMA=0.00%  Hits=1
Expert 55: EMA=0.00%  Hits=1
Expert 60: EMA=0.00%  Hits=1
Expert 72: EMA=0.00%  Hits=1
Expert 81: EMA=0.00%  Hits=1
Expert 92: EMA=0.00%  Hits=1
Expert 93: EMA=0.00%  Hits=1
Expert 94: EMA=0.00%  Hits=1
Expert 100: EMA=0.00%  Hits=1
Expert 107: EMA=0.00%  Hits=1
Expert 111: EMA=0.00%  Hits=1
Expert 112: EMA=0.00%  Hits=1
Expert 117: EMA=0.00%  Hits=1
Expert 120: EMA=0.00%  Hits=1
Expert 121: EMA=0.00%  Hits=1
Expert 83: EMA=0.00%  Hits=1
