Layer 6, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 2.8368

Expert 6: EMA=0.05%  Hits=9163
Expert 1: EMA=0.05%  Hits=9161
Expert 2: EMA=0.05%  Hits=9161
Expert 3: EMA=0.05%  Hits=9161
Expert 5: EMA=0.05%  Hits=9161
Expert 0: EMA=0.05%  Hits=9160
Expert 4: EMA=0.05%  Hits=9160
Expert 7: EMA=0.05%  Hits=9160
Expert 98: EMA=0.00%  Hits=32
Expert 43: EMA=0.00%  Hits=27
Expert 24: EMA=0.00%  Hits=25
Expert 35: EMA=0.00%  Hits=25
Expert 103: EMA=0.00%  Hits=25
Expert 17: EMA=0.00%  Hits=23
Expert 111: EMA=0.00%  Hits=23
Expert 91: EMA=0.00%  Hits=16
Expert 78: EMA=0.00%  Hits=8
Expert 66: EMA=0.00%  Hits=6
Expert 108: EMA=0.00%  Hits=6
Expert 57: EMA=0.00%  Hits=6
Expert 82: EMA=0.00%  Hits=5
Expert 107: EMA=0.00%  Hits=5
Expert 19: EMA=0.00%  Hits=4
Expert 32: EMA=0.00%  Hits=4
Expert 126: EMA=0.00%  Hits=4
Expert 73: EMA=0.00%  Hits=3
Expert 120: EMA=0.00%  Hits=3
Expert 34: EMA=0.00%  Hits=3
Expert 41: EMA=0.00%  Hits=2
Expert 59: EMA=0.00%  Hits=2
Expert 62: EMA=0.00%  Hits=2
Expert 63: EMA=0.00%  Hits=2
Expert 65: EMA=0.00%  Hits=2
Expert 67: EMA=0.00%  Hits=2
Expert 69: EMA=0.00%  Hits=2
Expert 75: EMA=0.00%  Hits=2
Expert 95: EMA=0.00%  Hits=2
Expert 96: EMA=0.00%  Hits=2
Expert 104: EMA=0.00%  Hits=2
Expert 113: EMA=0.00%  Hits=2
Expert 118: EMA=0.00%  Hits=2
Expert 13: EMA=0.00%  Hits=2
Expert 47: EMA=0.00%  Hits=2
Expert 8: EMA=0.00%  Hits=1
Expert 9: EMA=0.00%  Hits=1
Expert 18: EMA=0.00%  Hits=1
Expert 26: EMA=0.00%  Hits=1
Expert 27: EMA=0.00%  Hits=1
Expert 29: EMA=0.00%  Hits=1
Expert 33: EMA=0.00%  Hits=1
Expert 36: EMA=0.00%  Hits=1
Expert 37: EMA=0.00%  Hits=1
Expert 38: EMA=0.00%  Hits=1
Expert 40: EMA=0.00%  Hits=1
Expert 42: EMA=0.00%  Hits=1
Expert 44: EMA=0.00%  Hits=1
Expert 49: EMA=0.00%  Hits=1
Expert 58: EMA=0.00%  Hits=1
Expert 64: EMA=0.00%  Hits=1
Expert 68: EMA=0.00%  Hits=1
Expert 70: EMA=0.00%  Hits=1
Expert 71: EMA=0.00%  Hits=1
Expert 79: EMA=0.00%  Hits=1
Expert 80: EMA=0.00%  Hits=1
Expert 81: EMA=0.00%  Hits=1
Expert 83: EMA=0.00%  Hits=1
Expert 92: EMA=0.00%  Hits=1
Expert 94: EMA=0.00%  Hits=1
Expert 97: EMA=0.00%  Hits=1
Expert 101: EMA=0.00%  Hits=1
Expert 102: EMA=0.00%  Hits=1
Expert 110: EMA=0.00%  Hits=1
Expert 112: EMA=0.00%  Hits=1
