Layer 27, EMA(decay=0.99999)
Token Selections: 73600
Router Entropy (avg): nan bits
Top-k Confidence (avg): nan
Load-Balance CV: 2.7097

Expert 0: EMA=0.05%  Hits=9185
Expert 2: EMA=0.05%  Hits=9184
Expert 3: EMA=0.05%  Hits=9182
Expert 1: EMA=0.05%  Hits=9181
Expert 4: EMA=0.05%  Hits=9181
Expert 5: EMA=0.05%  Hits=9181
Expert 6: EMA=0.05%  Hits=9181
Expert 7: EMA=0.05%  Hits=9181
Expert 51: EMA=0.00%  Hits=8
Expert 90: EMA=0.00%  Hits=8
Expert 34: EMA=0.00%  Hits=6
Expert 117: EMA=0.00%  Hits=6
Expert 32: EMA=0.00%  Hits=5
Expert 72: EMA=0.00%  Hits=5
Expert 80: EMA=0.00%  Hits=5
Expert 83: EMA=0.00%  Hits=5
Expert 102: EMA=0.00%  Hits=5
Expert 125: EMA=0.00%  Hits=5
Expert 16: EMA=0.00%  Hits=4
Expert 31: EMA=0.00%  Hits=4
Expert 52: EMA=0.00%  Hits=4
Expert 127: EMA=0.00%  Hits=4
Expert 33: EMA=0.00%  Hits=3
Expert 40: EMA=0.00%  Hits=3
Expert 46: EMA=0.00%  Hits=3
Expert 48: EMA=0.00%  Hits=3
Expert 58: EMA=0.00%  Hits=3
Expert 89: EMA=0.00%  Hits=3
Expert 100: EMA=0.00%  Hits=3
Expert 112: EMA=0.00%  Hits=3
Expert 119: EMA=0.00%  Hits=3
Expert 24: EMA=0.00%  Hits=2
Expert 25: EMA=0.00%  Hits=2
Expert 29: EMA=0.00%  Hits=2
Expert 54: EMA=0.00%  Hits=2
Expert 88: EMA=0.00%  Hits=2
Expert 103: EMA=0.00%  Hits=2
Expert 124: EMA=0.00%  Hits=2
Expert 10: EMA=0.00%  Hits=1
Expert 12: EMA=0.00%  Hits=1
Expert 13: EMA=0.00%  Hits=1
Expert 15: EMA=0.00%  Hits=1
Expert 20: EMA=0.00%  Hits=1
Expert 21: EMA=0.00%  Hits=1
Expert 28: EMA=0.00%  Hits=1
Expert 36: EMA=0.00%  Hits=1
Expert 37: EMA=0.00%  Hits=1
Expert 38: EMA=0.00%  Hits=1
Expert 41: EMA=0.00%  Hits=1
Expert 45: EMA=0.00%  Hits=1
Expert 49: EMA=0.00%  Hits=1
Expert 50: EMA=0.00%  Hits=1
Expert 60: EMA=0.00%  Hits=1
Expert 64: EMA=0.00%  Hits=1
Expert 75: EMA=0.00%  Hits=1
Expert 77: EMA=0.00%  Hits=1
Expert 81: EMA=0.00%  Hits=1
Expert 84: EMA=0.00%  Hits=1
Expert 85: EMA=0.00%  Hits=1
Expert 87: EMA=0.00%  Hits=1
Expert 93: EMA=0.00%  Hits=1
Expert 101: EMA=0.00%  Hits=1
Expert 106: EMA=0.00%  Hits=1
Expert 107: EMA=0.00%  Hits=1
Expert 109: EMA=0.00%  Hits=1
Expert 114: EMA=0.00%  Hits=1
Expert 126: EMA=0.00%  Hits=1
